Iteration	Posterior	Likelihood	Prior	alpha_morph_gr	br_morph_clock_mult[1]	br_morph_clock_mult[2]	br_morph_clock_mult[3]	br_morph_clock_mult[4]	br_morph_clock_mult[5]	br_morph_clock_mult[6]	br_morph_clock_mult[7]	br_morph_clock_mult[8]	br_morph_clock_mult[9]	br_morph_clock_mult[10]	br_morph_clock_mult[11]	br_morph_clock_mult[12]	br_morph_clock_mult[13]	br_morph_clock_mult[14]	br_morph_clock_mult[15]	br_morph_clock_mult[16]	br_morph_clock_mult[17]	br_morph_clock_mult[18]	br_morph_clock_mult[19]	br_morph_clock_mult[20]	br_morph_clock_mult[21]	br_morph_clock_mult[22]	br_morph_clock_mult[23]	br_morph_clock_mult[24]	br_morph_clock_mult[25]	br_morph_clock_mult[26]	br_morph_clock_mult[27]	br_morph_clock_mult[28]	br_morph_clock_mult[29]	br_morph_clock_mult[30]	br_morph_clock_mult[31]	br_morph_clock_mult[32]	br_morph_clock_mult[33]	br_morph_clock_mult[34]	br_morph_clock_mult[35]	br_morph_clock_mult[36]	br_morph_clock_mult[37]	br_morph_clock_mult[38]	br_morph_clock_mult[39]	br_morph_clock_mult[40]	br_morph_clock_mult[41]	br_morph_clock_mult[42]	br_morph_clock_mult[43]	br_morph_clock_mult[44]	br_morph_clock_mult[45]	br_morph_clock_mult[46]	br_morph_clock_mult[47]	br_morph_clock_mult[48]	br_morph_clock_mult[49]	br_morph_clock_mult[50]	br_morph_clock_mult[51]	br_morph_clock_mult[52]	br_morph_clock_mult[53]	br_morph_clock_mult[54]	br_morph_clock_mult[55]	br_morph_clock_mult[56]	br_morph_clock_mult[57]	br_morph_clock_mult[58]	br_morph_clock_mult[59]	br_morph_clock_mult[60]	br_morph_clock_mult[61]	br_morph_clock_mult[62]	br_morph_clock_mult[63]	br_morph_clock_mult[64]	br_morph_clock_mult[65]	br_morph_clock_mult[66]	br_morph_clock_mult[67]	br_morph_clock_mult[68]	br_morph_clock_mult[69]	br_morph_clock_mult[70]	br_morph_clock_mult[71]	br_morph_clock_mult[72]	br_morph_clock_mult[73]	br_morph_clock_mult[74]	clock_morph[1]	clock_morph[2]	clock_morph[3]	clock_morph[4]	clock_morph_base	clock_morph_mult[1]	clock_morph_mult[2]	clock_morph_mult[3]	clock_morph_mult[4]	gr_morph[1]	gr_morph[2]	gr_morph[3]	gr_morph[4]	igr_alpha_morph	rate_categories_morph[1]	rate_categories_morph[2]	rate_categories_morph[3]	rate_categories_morph[4]	rate_categories_morph[5]	rate_categories_morph[6]	rate_categories_morph[7]	rate_categories_morph[8]	rate_categories_morph[9]	rate_categories_morph[10]	rate_categories_morph[11]	rate_categories_morph[12]	rate_categories_morph[13]	rate_categories_morph[14]	rate_categories_morph[15]	rate_categories_morph[16]
3950	-1702.45	-1699.36	-3.09286	3.88899	0.27502	2.65459	0.0325055	1.53266	0.073748	2.65459	0.97366	1.96927	1.96927	0.127804	0.27502	0.778349	1.96927	0.778349	2.65459	1.21711	4.18696	0.617734	0.617734	1.96927	1.21711	2.65459	1.21711	0.617734	1.96927	0.778349	2.65459	2.65459	0.00571626	0.617734	1.21711	0.617734	1.53266	1.53266	0.370533	1.53266	0.617734	1.96927	0.127804	1.96927	0.617734	1.53266	0.370533	1.96927	1.96927	4.18696	2.65459	1.53266	2.65459	2.65459	0.370533	1.96927	0.483576	1.96927	1.96927	1.53266	1.96927	2.65459	0.483576	2.65459	2.65459	0.778349	1.96927	0.778349	0.97366	2.65459	2.65459	0.194627	1.53266	0.97366	0.778349	1.21711	0.073748	1.96927	0.3433	0.3433	0.596655	0.302514	0.3433	1	1	1.738	0.881193	0.448158	0.771281	1.0844	1.69616	0.635878	0.00571626	0.0325055	0.073748	0.127804	0.194627	0.27502	0.370533	0.483576	0.617734	0.778349	0.97366	1.21711	1.53266	1.96927	2.65459	4.18696
3960	-1708.84	-1706.32	-2.51768	3.88899	0.56678	2.27433	0.20882	3.25598	0.20882	3.25598	0.376427	1.27409	1.81258	0.467945	0.79505	0.930783	2.27433	0.930783	2.27433	0.930783	1.81258	0.930783	0.79505	1.27409	1.27409	1.81258	2.27433	0.56678	1.50553	0.930783	2.27433	2.27433	0.0483425	0.467945	2.27433	0.930783	2.27433	1.50553	0.467945	1.81258	0.79505	1.08758	0.467945	1.27409	0.56678	1.81258	0.674938	1.50553	2.27433	3.25598	1.81258	1.27409	1.81258	2.27433	0.467945	1.27409	0.79505	1.81258	2.27433	1.27409	2.27433	1.08758	0.467945	1.81258	1.50553	3.25598	1.50553	1.27409	0.290569	1.50553	3.25598	0.467945	1.27409	1.27409	1.08758	2.27433	0.467945	2.27433	0.251206	0.251206	0.41192	0.0690245	0.251206	1	1	1.63977	0.274772	0.448158	0.771281	1.0844	1.69616	1.16743	0.0483425	0.129324	0.20882	0.290569	0.376427	0.467945	0.56678	0.674938	0.79505	0.930783	1.08758	1.27409	1.50553	1.81258	2.27433	3.25598
3970	-1717.65	-1715.11	-2.54495	3.88899	0.136862	1.9612	0.00683455	1.9612	0.205631	0.790842	0.0804408	0.984023	1.53381	0.205631	0.631316	0.984023	2.62993	0.631316	2.62993	0.631316	2.62993	0.790842	0.790842	0.984023	1.53381	1.9612	2.62993	0.497433	4.11979	0.984023	2.62993	2.62993	0.136862	0.205631	4.11979	0.790842	2.62993	2.62993	0.136862	2.62993	0.631316	0.631316	0.497433	0.631316	0.287507	1.9612	0.984023	0.984023	2.62993	2.62993	2.62993	1.9612	2.62993	4.11979	0.205631	1.9612	0.790842	2.62993	1.9612	1.9612	4.11979	1.22392	0.287507	1.9612	1.53381	2.62993	1.53381	1.53381	0.0804408	2.62993	2.62993	0.383992	1.9612	1.53381	1.22392	2.62993	0.790842	1.53381	0.401542	0.401542	0.211216	0.386248	0.401542	1	1	0.526011	0.961913	0.448158	0.771281	1.0844	1.69616	0.660569	0.00683455	0.0364841	0.0804408	0.136862	0.205631	0.287507	0.383992	0.497433	0.631316	0.790842	0.984023	1.22392	1.53381	1.9612	2.62993	4.11979
3980	-1694.52	-1689.14	-5.37174	3.88899	0.400763	1.87434	0.400763	1.26459	0.501016	1.0578	0.310437	0.886418	1.26459	0.154114	0.613246	1.26459	3.5599	0.740328	2.40745	0.613246	2.40745	0.886418	0.740328	1.52468	1.87434	1.87434	1.0578	0.613246	1.52468	1.26459	1.52468	2.40745	0.228563	0.501016	3.5599	0.886418	1.52468	2.40745	0.740328	1.87434	0.740328	1.26459	1.0578	1.26459	0.154114	0.501016	1.87434	1.87434	2.40745	2.40745	3.5599	1.26459	3.5599	2.40745	0.0865092	1.52468	1.0578	2.40745	2.40745	3.5599	2.40745	1.87434	0.400763	2.40745	1.52468	2.40745	1.26459	1.87434	0.154114	1.87434	1.52468	0.400763	1.52468	1.52468	1.0578	0.613246	0.400763	1.87434	0.498869	0.498869	1.05432	0.171095	0.498869	1	1	2.11342	0.342966	0.448158	0.771281	1.0844	1.69616	0.936614	0.0260053	0.0865092	0.154114	0.228563	0.310437	0.400763	0.501016	0.613246	0.740328	0.886418	1.0578	1.26459	1.52468	1.87434	2.40745	3.5599
3990	-1684.08	-1679.61	-4.47208	3.88899	0.398947	1.8759	0.499204	1.05686	0.499204	0.885103	0.226963	0.499204	1.8759	0.0255356	0.398947	0.885103	2.41103	0.738756	1.52507	0.398947	1.05686	1.05686	1.05686	1.2642	2.41103	2.41103	0.738756	0.611512	0.885103	0.499204	2.41103	1.2642	0.226963	0.738756	2.41103	1.05686	3.56834	1.8759	0.611512	1.2642	0.738756	1.05686	0.738756	1.52507	0.226963	0.499204	0.885103	3.56834	2.41103	2.41103	1.8759	1.52507	0.885103	1.2642	0.226963	0.885103	1.52507	2.41103	3.56834	1.2642	1.8759	1.8759	0.30869	1.8759	2.41103	2.41103	1.05686	1.52507	0.611512	1.2642	1.8759	0.30869	1.2642	2.41103	0.885103	0.738756	0.611512	1.52507	0.525109	0.525109	0.617782	0.130971	0.525109	1	1	1.17648	0.249416	0.448158	0.771281	1.0844	1.69616	0.931235	0.0255356	0.085495	0.15275	0.226963	0.30869	0.398947	0.499204	0.611512	0.738756	0.885103	1.05686	1.2642	1.52507	1.8759	2.41103	3.56834
4000	-1700.85	-1697.22	-3.62465	3.88899	0.736271	2.12846	0.276784	1.1099	0.36315	1.47515	0.969912	0.450183	1.73831	0.0854043	0.450183	0.969912	1.27411	0.846909	1.47515	0.540102	1.27411	1.1099	0.634801	1.47515	2.12846	1.27411	0.634801	1.27411	1.27411	0.634801	2.12846	1.27411	0.18752	0.736271	1.73831	1.1099	1.47515	1.47515	0.846909	0.846909	0.736271	1.73831	0.969912	1.73831	0.276784	0.846909	0.969912	2.94327	2.12846	2.94327	1.73831	2.94327	1.1099	1.47515	0.276784	1.27411	1.1099	1.73831	1.73831	1.73831	2.12846	1.73831	0.634801	1.73831	1.73831	2.12846	1.1099	1.47515	0.634801	2.12846	1.47515	0.276784	1.27411	2.12846	1.1099	0.846909	0.846909	1.47515	0.356734	0.356734	0.438677	0.0636376	0.356734	1	1	1.2297	0.178389	0.448158	0.771281	1.0844	1.69616	1.51226	0.0854043	0.18752	0.276784	0.36315	0.450183	0.540102	0.634801	0.736271	0.846909	0.969912	1.1099	1.27411	1.47515	1.73831	2.12846	2.94327
4010	-1703.55	-1698.2	-5.35024	3.88899	1.02977	1.76411	0.249281	1.36419	0.785007	1.76411	1.23465	0.710111	1.52858	0.249281	0.635461	1.02977	1.1256	0.942851	1.36419	0.861978	1.02977	1.1256	0.861978	1.36419	1.52858	1.76411	0.942851	2.2345	1.23465	0.785007	2.2345	1.23465	0.476773	0.861978	1.52858	1.1256	2.2345	1.1256	0.710111	0.861978	0.942851	1.36419	0.942851	1.1256	0.558827	1.02977	0.785007	2.2345	2.2345	2.2345	1.76411	1.52858	1.1256	1.52858	0.382159	1.52858	1.36419	1.76411	1.36419	1.36419	2.2345	1.36419	0.785007	1.36419	1.52858	1.76411	1.1256	1.76411	1.02977	1.76411	1.36419	0.710111	1.52858	2.2345	1.23465	1.1256	0.861978	1.1256	0.393122	0.393122	0.322762	0.0747216	0.393122	1	1	0.821024	0.190072	0.448158	0.771281	1.0844	1.69616	3.32743	0.249281	0.382159	0.476773	0.558827	0.635461	0.710111	0.785007	0.861978	0.942851	1.02977	1.1256	1.23465	1.36419	1.52858	1.76411	2.2345
4020	-1688.8	-1685.84	-2.95793	3.88899	1.1433	2.01702	0.0108139	4.75899	0.500184	2.01702	0.665188	0.11516	2.01702	0.0108139	0.0322058	0.665188	1.1433	0.500184	1.50364	0.873908	1.1433	0.873908	0.665188	2.84608	2.01702	2.01702	0.665188	1.1433	1.50364	0.179953	2.84608	1.1433	0.0108139	0.368488	2.84608	0.873908	2.01702	1.1433	0.263296	0.500184	0.368488	2.84608	0.368488	2.01702	0.263296	0.873908	0.0665124	2.84608	2.84608	2.01702	2.01702	2.84608	1.1433	2.84608	0.0322058	2.84608	2.84608	2.01702	1.50364	2.84608	2.01702	2.01702	0.665188	2.84608	1.50364	2.84608	1.1433	2.84608	0.500184	2.84608	2.84608	0.368488	1.1433	4.75899	1.50364	0.873908	0.873908	0.873908	0.300114	0.300114	0.612733	0.269758	0.300114	1	1	2.04167	0.898852	0.448158	0.771281	1.0844	1.69616	0.471034	0.00104641	0.0108139	0.0322058	0.0665124	0.11516	0.179953	0.263296	0.368488	0.500184	0.665188	0.873908	1.1433	1.50364	2.01702	2.84608	4.75899
4030	-1712.14	-1709.25	-2.88922	3.88899	0.511073	2.82984	0.0120817	1.15126	0.676049	1.50775	1.50775	0.0120817	2.0142	0.0120817	0.0710421	0.676049	0.511073	0.511073	2.0142	1.15126	1.50775	0.676049	0.676049	2.0142	1.15126	2.0142	0.511073	2.82984	1.15126	0.121423	2.82984	1.15126	0.00124097	0.378792	2.0142	1.15126	1.50775	1.15126	0.511073	1.50775	0.378792	4.70623	0.272556	4.70623	2.0142	4.70623	0.18783	2.0142	2.82984	2.82984	1.50775	2.0142	1.50775	2.0142	0.0120817	1.15126	1.50775	4.70623	2.0142	0.18783	4.70623	4.70623	0.676049	2.0142	2.0142	2.82984	2.82984	0.883907	0.511073	2.0142	1.15126	1.15126	2.0142	2.82984	1.15126	1.15126	2.0142	0.883907	0.253371	0.253371	0.613859	0.112887	0.253371	1	1	2.42277	0.445542	0.448158	0.771281	1.0844	1.69616	0.483488	0.00124097	0.0120817	0.0350118	0.0710421	0.121423	0.18783	0.272556	0.378792	0.511073	0.676049	0.883907	1.15126	1.50775	2.0142	2.82984	4.70623
4040	-1711.12	-1709.21	-1.90592	3.88899	0.898462	1.26793	0.167234	1.85933	3.48121	1.06624	1.52069	0.0307388	1.26793	0.167234	0.243796	1.26793	0.898462	0.629363	2.37381	1.26793	1.52069	0.898462	0.754856	2.37381	1.26793	2.37381	0.898462	1.52069	1.85933	0.417829	3.48121	1.26793	0.167234	0.754856	1.85933	1.85933	1.85933	0.754856	0.417829	1.52069	0.629363	1.85933	0.754856	1.85933	2.37381	1.52069	0.517956	3.48121	2.37381	1.26793	1.26793	1.85933	0.898462	1.85933	0.0307388	1.52069	1.26793	3.48121	2.37381	0.754856	3.48121	3.48121	1.52069	1.85933	2.37381	1.26793	3.48121	1.26793	0.754856	3.48121	1.52069	1.26793	2.37381	2.37381	1.52069	1.06624	1.26793	1.26793	0.290651	0.290651	0.310564	0.186927	0.290651	1	1	1.06851	0.643134	0.448158	0.771281	1.0844	1.69616	0.989138	0.0307388	0.0964002	0.167234	0.243796	0.326946	0.417829	0.517956	0.629363	0.754856	0.898462	1.06624	1.26793	1.52069	1.85933	2.37381	3.48121
4050	-1700	-1697.98	-2.01621	3.88899	1.24542	2.53568	0.680361	1.92728	2.53568	1.24542	1.53392	0.108784	1.24542	0.108784	0.173634	1.24542	1.01936	0.548486	1.92728	1.01936	1.01936	1.53392	0.834912	2.53568	1.92728	1.92728	0.680361	1.24542	1.53392	0.248943	2.53568	1.01936	0.108784	0.680361	1.92728	2.53568	2.53568	0.548486	0.335452	1.53392	0.680361	1.92728	1.01936	3.87332	2.53568	1.01936	0.548486	3.87332	2.53568	1.92728	1.53392	1.53392	1.01936	1.92728	0.0544882	1.92728	1.24542	3.87332	2.53568	0.834912	1.53392	2.53568	1.92728	1.92728	1.92728	0.680361	1.92728	1.24542	0.680361	1.92728	1.92728	1.92728	1.01936	2.53568	1.53392	1.92728	1.53392	0.834912	0.339592	0.339592	0.207513	0.314593	0.339592	1	1	0.611067	0.926387	0.448158	0.771281	1.0844	1.69616	0.764529	0.0127178	0.0544882	0.108784	0.173634	0.248943	0.335452	0.434578	0.548486	0.680361	0.834912	1.01936	1.24542	1.53392	1.92728	2.53568	3.87332
4060	-1707.1	-1702.65	-4.45459	3.88899	0.662351	1.2381	1.2381	2.57129	1.53463	0.818923	2.57129	0.0471531	1.2381	0.159355	0.0975669	1.53463	0.529549	0.529549	2.57129	0.818923	1.00677	1.2381	0.818923	2.57129	2.57129	1.53463	0.415632	0.529549	2.57129	0.159355	3.96464	1.00677	0.0975669	0.529549	2.57129	1.94064	1.2381	0.317311	0.662351	1.94064	1.2381	1.00677	0.415632	1.53463	2.57129	1.2381	0.662351	2.57129	1.94064	1.53463	2.57129	1.00677	1.2381	2.57129	0.0471531	3.96464	1.00677	2.57129	2.57129	1.94064	1.53463	1.94064	1.53463	3.96464	1.94064	0.662351	2.57129	1.94064	0.818923	1.53463	1.53463	3.96464	1.2381	2.57129	1.94064	1.00677	1.2381	1.00677	0.375839	0.375839	0.932915	0.21934	0.375839	1	1	2.48222	0.583602	0.448158	0.771281	1.0844	1.69616	0.723331	0.0101667	0.0471531	0.0975669	0.159355	0.232362	0.317311	0.415632	0.529549	0.662351	0.818923	1.00677	1.2381	1.53463	1.94064	2.57129	3.96464
4070	-1698.47	-1692.87	-5.59943	3.88899	0.876345	0.876345	1.45078	2.03366	1.45078	1.1192	1.68683	0.231542	1.26895	0.498482	0.231542	1.26895	0.772704	0.772704	2.74974	1.1192	1.45078	1.68683	1.26895	2.74974	1.45078	2.74974	0.772704	0.876345	2.74974	0.498482	2.03366	1.1192	0.324969	0.990467	2.03366	1.68683	1.26895	0.990467	0.676637	1.26895	0.876345	2.03366	0.876345	1.1192	1.68683	2.74974	0.990467	1.68683	2.03366	1.45078	1.68683	1.1192	1.45078	2.74974	0.231542	2.03366	1.26895	2.03366	2.03366	1.68683	2.03366	1.45078	1.68683	2.74974	1.68683	1.68683	2.03366	1.26895	0.990467	2.74974	1.45078	1.68683	1.1192	1.68683	2.03366	1.68683	1.45078	2.03366	0.33655	0.33655	0.294454	0.891763	0.33655	1	1	0.874918	2.64972	0.448158	0.771281	1.0844	1.69616	1.81364	0.117661	0.231542	0.324969	0.412387	0.498482	0.585888	0.676637	0.772704	0.876345	0.990467	1.1192	1.26895	1.45078	1.68683	2.03366	2.74974
4080	-1701.95	-1692.75	-9.2027	3.88899	0.976415	0.914543	1.19249	1.04185	1.40179	1.28559	1.40179	0.516194	1.19249	0.671136	0.516194	1.19249	0.795244	0.854638	1.56515	1.19249	1.11289	1.88292	1.28559	1.88292	1.04185	1.40179	0.795244	0.976415	1.40179	0.976415	1.88292	1.11289	0.600835	0.976415	1.40179	1.40179	1.28559	0.976415	0.976415	1.19249	0.914543	1.40179	1.40179	1.56515	1.56515	1.56515	1.04185	1.56515	1.56515	1.28559	1.88292	1.11289	1.28559	1.56515	0.734777	1.56515	1.19249	1.88292	1.40179	1.40179	1.11289	1.40179	1.56515	1.88292	1.56515	1.88292	1.56515	1.56515	1.11289	1.88292	1.28559	1.28559	1.19249	1.40179	1.28559	1.40179	0.795244	1.56515	0.441947	0.441947	0.650788	0.442301	0.441947	1	1	1.47255	1.0008	0.448158	0.771281	1.0844	1.69616	6.01248	0.387704	0.516194	0.600835	0.671136	0.734777	0.795244	0.854638	0.914543	0.976415	1.04185	1.11289	1.19249	1.28559	1.40179	1.56515	1.88292
4090	-1718.29	-1708.64	-9.65076	3.88899	1.04262	1.04262	1.26799	1.37476	1.52423	1.81337	1.26799	0.694537	1.52423	0.627467	0.546072	1.18216	0.923953	0.981721	1.18216	1.10853	0.981721	1.52423	1.37476	1.81337	1.10853	1.37476	0.981721	1.26799	1.26799	1.04262	1.37476	1.10853	0.867833	0.981721	1.37476	1.52423	1.26799	0.867833	1.10853	1.18216	0.981721	1.37476	1.18216	1.37476	1.18216	0.981721	0.923953	1.37476	1.52423	1.81337	1.81337	1.10853	1.37476	1.52423	0.811988	1.81337	0.981721	1.37476	1.37476	1.81337	1.52423	1.18216	1.52423	1.37476	1.37476	1.37476	1.52423	1.52423	0.923953	1.26799	1.04262	1.81337	1.37476	1.52423	1.10853	1.26799	0.546072	1.26799	0.292036	0.292036	0.39712	0.552306	0.292036	1	1	1.35983	1.89123	0.448158	0.771281	1.0844	1.69616	6.96101	0.420778	0.546072	0.627467	0.694537	0.754903	0.811988	0.867833	0.923953	0.981721	1.04262	1.10853	1.18216	1.26799	1.37476	1.52423	1.81337
4100	-1708.87	-1701.84	-7.03179	3.88899	1.30366	1.30366	1.2028	1.43	1.60836	1.60836	1.30366	0.646516	1.60836	0.573105	0.573105	1.11685	0.97022	0.97022	1.2028	1.11685	0.97022	1.43	1.43	1.43	1.11685	1.43	0.97022	1.30366	1.60836	0.97022	1.43	1.11685	0.840279	0.904083	1.43	1.60836	1.30366	0.777266	1.30366	1.2028	1.2028	1.60836	1.2028	1.43	1.30366	0.97022	0.904083	1.43	1.43	1.60836	1.95739	1.2028	1.2028	1.95739	0.840279	1.95739	1.0404	1.43	1.30366	1.95739	1.60836	1.30366	1.60836	1.2028	1.60836	1.30366	1.60836	1.43	0.840279	1.2028	1.30366	1.95739	1.60836	1.60836	1.43	1.11685	0.646516	1.2028	0.306367	0.306367	0.503602	0.215699	0.306367	1	1	1.64379	0.704055	0.448158	0.771281	1.0844	1.69616	5.20668	0.354503	0.485483	0.573105	0.646516	0.713396	0.777266	0.840279	0.904083	0.97022	1.0404	1.11685	1.2028	1.30366	1.43	1.60836	1.95739
4110	-1721.79	-1719.14	-2.65082	3.88899	2.71373	1.19852	1.98703	2.71373	1.98703	4.35335	1.98703	0.0589389	4.35335	0.0241303	0.245237	0.946708	0.449472	0.583799	1.52776	0.946708	0.583799	1.98703	1.98703	1.52776	0.746603	1.98703	0.583799	1.98703	1.98703	0.583799	1.98703	1.19852	0.449472	0.245237	1.98703	4.35335	1.52776	0.168878	2.71373	1.52776	1.19852	1.19852	1.52776	4.35335	1.98703	0.583799	0.583799	1.98703	1.19852	4.35335	1.98703	1.19852	1.19852	2.71373	0.449472	2.71373	1.19852	4.35335	0.946708	2.71373	4.35335	0.946708	2.71373	0.946708	1.98703	1.98703	1.98703	4.35335	0.168878	1.98703	4.35335	2.71373	4.35335	2.71373	4.35335	2.71373	0.107108	1.19852	0.144867	0.144867	0.376001	0.168207	0.144867	1	1	2.59548	1.16111	0.448158	0.771281	1.0844	1.69616	0.580267	0.00360621	0.0241303	0.0589389	0.107108	0.168878	0.245237	0.337899	0.449472	0.583799	0.746603	0.946708	1.19852	1.52776	1.98703	2.71373	4.35335
4120	-1714.46	-1713.74	-0.725893	3.88899	1.39148	1.39148	1.39148	2.01406	2.01406	2.01406	0.68671	0.0178445	5.64662	0.00119898	0.0762399	0.977752	0.211165	0.322752	1.39148	0.68671	0.322752	2.01406	2.01406	1.39148	0.476303	2.01406	0.322752	2.01406	2.01406	0.322752	2.01406	0.977752	0.211165	0.0178445	2.01406	3.07211	2.01406	0.322752	0.68671	3.07211	1.39148	2.01406	0.977752	3.07211	5.64662	0.476303	0.322752	2.01406	0.977752	5.64662	2.01406	0.977752	0.977752	3.07211	0.211165	3.07211	0.977752	5.64662	0.68671	3.07211	5.64662	0.68671	3.07211	0.68671	3.07211	2.01406	2.01406	2.01406	0.131438	5.64662	5.64662	0.977752	3.07211	5.64662	3.07211	1.39148	0.0178445	2.01406	0.196247	0.196247	0.286605	0.0919733	0.196247	1	1	1.46043	0.468661	0.448158	0.771281	1.0844	1.69616	0.314251	3.63419e-05	0.00119898	0.00609932	0.0178445	0.0399122	0.0762399	0.131438	0.211165	0.322752	0.476303	0.68671	0.977752	1.39148	2.01406	3.07211	5.64662
4130	-1718.6	-1717.32	-1.2807	3.88899	0.515998	1.26757	2.37772	1.8611	1.8611	1.8611	1.06529	0.32502	1.8611	0.415847	0.515998	1.52118	0.627508	0.627508	1.52118	1.06529	0.897092	1.8611	1.8611	1.52118	0.753192	1.8611	0.627508	1.8611	2.37772	0.627508	1.52118	1.8611	0.753192	0.415847	2.37772	1.8611	1.8611	0.753192	0.897092	1.8611	1.8611	1.52118	2.37772	1.52118	2.37772	0.515998	0.753192	1.52118	1.8611	2.37772	1.8611	1.8611	1.8611	1.8611	0.415847	2.37772	1.52118	3.49029	1.8611	3.49029	3.49029	3.49029	2.37772	2.37772	2.37772	3.49029	1.52118	1.8611	0.515998	2.37772	3.49029	1.8611	3.49029	2.37772	1.8611	1.26757	0.32502	3.49029	0.233132	0.233132	0.246318	0.107169	0.233132	1	1	1.05656	0.459691	0.448158	0.771281	1.0844	1.69616	0.98285	0.0301587	0.095218	0.165684	0.242009	0.32502	0.415847	0.515998	0.627508	0.753192	0.897092	1.06529	1.26757	1.52118	1.8611	2.37772	3.49029
4140	-1702.88	-1699.36	-3.52168	3.88899	1.12446	1.63664	1.26075	1.42501	1.26075	1.94502	0.804379	0.62777	1.42501	0.543681	0.62777	1.94502	0.276997	0.900965	1.00643	0.804379	1.00643	1.94502	1.26075	1.42501	0.900965	1.63664	1.00643	1.42501	1.94502	0.900965	1.26075	1.94502	1.00643	0.62777	1.94502	1.63664	1.42501	0.900965	1.26075	1.42501	1.94502	1.26075	1.42501	1.63664	1.63664	0.62777	0.900965	1.63664	1.42501	2.5749	1.63664	1.94502	1.63664	1.94502	0.62777	1.94502	1.42501	1.94502	1.63664	1.94502	1.94502	1.42501	1.94502	1.63664	2.5749	1.63664	1.94502	1.94502	0.459617	1.94502	1.94502	1.94502	1.12446	1.42501	1.00643	1.26075	0.154202	1.26075	0.308109	0.308109	0.403357	0.133465	0.308109	1	1	1.30914	0.433174	0.448158	0.771281	1.0844	1.69616	2.17687	0.154202	0.276997	0.372606	0.459617	0.543681	0.62777	0.714022	0.804379	0.900965	1.00643	1.12446	1.26075	1.42501	1.63664	1.94502	2.5749
4150	-1693.93	-1693.7	-0.229916	3.88899	0.470343	3.07765	0.971671	2.01237	0.971671	3.07765	0.038383	0.1281	1.38666	0.317514	0.1281	5.67443	0.00110643	0.317514	0.680387	0.1281	0.470343	3.07765	0.470343	1.38666	0.470343	2.01237	0.680387	0.971671	3.07765	0.317514	0.971671	3.07765	0.680387	0.0738589	3.07765	1.38666	0.971671	0.206842	5.67443	2.01237	3.07765	5.67443	5.67443	3.07765	1.38666	0.470343	0.470343	1.38666	1.38666	3.07765	3.07765	3.07765	2.01237	3.07765	0.0170015	3.07765	1.38666	2.01237	2.01237	3.07765	3.07765	0.971671	0.971671	2.01237	3.07765	0.971671	3.07765	1.38666	0.00110643	5.67443	1.38666	3.07765	0.206842	3.07765	2.01237	2.01237	3.21682e-05	1.38666	0.225811	0.225811	0.0968608	0.080315	0.225811	1	1	0.428946	0.355673	0.448158	0.771281	1.0844	1.69616	0.310548	3.21682e-05	0.00110643	0.00573826	0.0170015	0.038383	0.0738589	0.1281	0.206842	0.317514	0.470343	0.680387	0.971671	1.38666	2.01237	3.07765	5.67443
4160	-1700.09	-1696.11	-3.97348	3.88899	0.713851	1.48769	0.828268	2.18358	1.10265	1.76712	0.513053	0.513053	1.27529	1.10265	0.609607	3.0592	0.0696948	0.713851	1.10265	0.713851	1.27529	3.0592	0.828268	1.27529	0.828268	1.27529	0.956228	1.10265	2.18358	0.609607	3.0592	1.48769	1.10265	0.609607	1.76712	2.18358	1.48769	0.513053	2.18358	3.0592	2.18358	3.0592	2.18358	1.10265	1.48769	0.609607	0.713851	3.0592	1.27529	3.0592	1.76712	1.76712	1.76712	2.18358	0.335225	3.0592	1.76712	2.18358	1.48769	2.18358	2.18358	1.27529	1.76712	2.18358	2.18358	1.76712	2.18358	2.18358	0.164152	2.18358	1.76712	1.10265	1.10265	1.48769	1.76712	1.48769	0.250178	1.10265	0.318584	0.318584	0.665498	0.105714	0.318584	1	1	2.08892	0.331824	0.448158	0.771281	1.0844	1.69616	1.36779	0.0696948	0.164152	0.250178	0.335225	0.422194	0.513053	0.609607	0.713851	0.828268	0.956228	1.10265	1.27529	1.48769	1.76712	2.18358	3.0592
4170	-1695.37	-1689.36	-6.01349	3.88899	0.541206	1.1263	0.541206	1.37561	1.02655	1.54804	0.619451	0.541206	1.1263	1.24009	0.696002	1.79582	0.362554	0.936303	1.54804	0.619451	1.24009	1.79582	1.1263	1.37561	1.02655	1.24009	1.02655	1.1263	1.79582	0.85256	1.79582	1.37561	1.02655	0.619451	1.79582	1.79582	1.54804	0.696002	1.1263	1.54804	1.79582	1.37561	1.79582	0.85256	1.54804	0.936303	0.773087	1.37561	1.1263	1.54804	1.37561	1.79582	1.79582	1.79582	0.619451	2.29266	1.79582	1.79582	1.37561	1.79582	1.79582	1.1263	1.54804	1.79582	1.54804	1.54804	1.79582	1.54804	0.230555	1.79582	1.79582	1.02655	1.24009	1.79582	1.24009	1.02655	0.457886	1.1263	0.385976	0.385976	0.543759	0.52018	0.385976	1	1	1.40879	1.3477	0.448158	0.771281	1.0844	1.69616	3.07003	0.230555	0.362554	0.457886	0.541206	0.619451	0.696002	0.773087	0.85256	0.936303	1.02655	1.1263	1.24009	1.37561	1.54804	1.79582	2.29266
